221601792.000000,221609904.000000,221618096.000000,221626144.000000,221634336.000000,221642464.000000,221650512.000000,221658704.000000,221666816.000000,221674928.000000,221683120.000000,221691168.000000,221699296.000000,221707488.000000,221715536.000000,221723728.000000,221731840.000000,221739952.000000,221748144.000000,221756192.000000,221764384.000000,221772512.000000,221780560.000000,221788752.000000,221796864.000000,221804976.000000,221813168.000000,221821216.000000,221829344.000000,221837536.000000,221845584.000000,221853776.000000,221861888.000000,221870000.000000,221878192.000000,221886240.000000,221894432.000000,221902560.000000,221910608.000000,221918800.000000,221926912.000000,221935024.000000,221943216.000000,221951264.000000,221959392.000000,221967584.000000,221975632.000000,221983824.000000,221991936.000000,222000048.000000,222008240.000000,222016288.000000,222024480.000000,222032608.000000,222040656.000000,222048848.000000,222056960.000000,222065072.000000,222073264.000000,222081312.000000,222089440.000000,222097632.000000,222105680.000000,222113872.000000,222121984.000000,222130096.000000,222138288.000000,222146336.000000,222154528.000000,222162656.000000,222170704.000000,222178896.000000,222187008.000000,222195120.000000,222203312.000000,222211360.000000,222219488.000000,222227680.000000,222235728.000000,222243920.000000,222252032.000000,222260144.000000,222268336.000000,222276384.000000,222284576.000000,222292704.000000,222300752.000000,222308944.000000,222317056.000000,222325168.000000,222333360.000000,222341408.000000,222349536.000000,222357728.000000,222365776.000000,222373968.000000,222382080.000000,222390192.000000,222398384.000000,222406432.000000,222414624.000000,222422752.000000,222430800.000000,222438992.000000,222447104.000000,222455216.000000,222463408.000000,222471456.000000,222479584.000000,222487776.000000,222495824.000000,222504016.000000,222512128.000000,222520240.000000,222528432.000000,222536480.000000,222544672.000000,222552800.000000,222560848.000000,222569040.000000,222577152.000000,222585264.000000,222593456.000000,222601504.000000,222609632.000000,222617824.000000,222625872.000000,222634064.000000
623206400.000000,623230912.000000,623255360.000000,623280064.000000,623304512.000000,623328896.000000,623353408.000000,623377984.000000,623402688.000000,623427008.000000,623451584.000000,623476096.000000,623500416.000000,623524992.000000,623549632.000000,623574144.000000,623598592.000000,623623040.000000,623647552.000000,623672192.000000,623696768.000000,623721088.000000,623745600.000000,623770176.000000,623794496.000000,623819200.000000,623843776.000000,623868288.000000,623892672.000000,623917120.000000,623941824.000000,623966272.000000,623990784.000000,624015296.000000,624039744.000000,624064448.000000,624088896.000000,624113280.000000,624137792.000000,624162368.000000,624187072.000000,624211392.000000,624235968.000000,624260480.000000,624284800.000000,624309376.000000,624334016.000000,624358528.000000,624382976.000000,624407424.000000,624431936.000000,624456576.000000,624481152.000000,624505472.000000,624529984.000000,624554560.000000,624578880.000000,624603584.000000,624628160.000000,624652672.000000,624677056.000000,624701504.000000,624726208.000000,624750656.000000,624775168.000000,624799680.000000,624824128.000000,624848832.000000,624873280.000000,624897664.000000,624922176.000000,624946752.000000,624971456.000000,624995776.000000,625020352.000000,625044864.000000,625069184.000000,625093760.000000,625118400.000000,625142912.000000,625167360.000000,625191808.000000,625216320.000000,625240960.000000,625265536.000000,625289856.000000,625314368.000000,625338944.000000,625363264.000000,625387968.000000,625412544.000000,625437056.000000,625461440.000000,625485888.000000,625510592.000000,625535040.000000,625559552.000000,625584064.000000,625608512.000000,625633216.000000,625657664.000000,625682048.000000,625706560.000000,625731136.000000,625755840.000000,625780160.000000,625804736.000000,625829248.000000,625853568.000000,625878144.000000,625902784.000000,625927296.000000,625951744.000000,625976192.000000,626000704.000000,626025344.000000,626049920.000000,626074240.000000,626098752.000000,626123328.000000,626147648.000000,626172352.000000,626196928.000000,626221440.000000,626245824.000000,626270272.000000,626294976.000000,626319424.000000
1024811008.000000,1024851968.000000,1024892800.000000,1024933824.000000,1024974400.000000,1025015360.000000,1025056448.000000,1025097280.000000,1025138496.000000,1025179072.000000,1025219840.000000,1025260992.000000,1025301568.000000,1025342592.000000,1025383552.000000,1025424448.000000,1025465728.000000,1025506240.000000,1025547136.000000,1025588096.000000,1025629120.000000,1025669696.000000,1025710848.000000,1025751616.000000,1025792192.000000,1025833408.000000,1025874240.000000,1025915328.000000,1025956288.000000,1025996864.000000,1026037888.000000,1026078720.000000,1026119680.000000,1026160640.000000,1026201472.000000,1026242496.000000,1026283072.000000,1026324032.000000,1026365120.000000,1026405952.000000,1026447168.000000,1026487744.000000,1026528512.000000,1026569664.000000,1026610240.000000,1026651264.000000,1026692224.000000,1026733120.000000,1026773632.000000,1026814912.000000,1026855808.000000,1026896768.000000,1026937792.000000,1026978368.000000,1027019520.000000,1027060288.000000,1027100864.000000,1027142080.000000,1027182912.000000,1027224000.000000,1027264960.000000,1027305536.000000,1027346560.000000,1027387392.000000,1027428352.000000,1027469312.000000,1027510144.000000,1027551168.000000,1027591744.000000,1027632704.000000,1027673792.000000,1027714624.000000,1027755840.000000,1027796416.000000,1027837184.000000,1027878336.000000,1027918912.000000,1027959936.000000,1028000896.000000,1028041792.000000,1028083072.000000,1028123584.000000,1028164480.000000,1028205440.000000,1028246464.000000,1028287040.000000,1028328192.000000,1028368960.000000,1028409536.000000,1028450752.000000,1028491584.000000,1028532672.000000,1028573632.000000,1028614208.000000,1028655232.000000,1028696064.000000,1028737024.000000,1028777984.000000,1028818816.000000,1028859840.000000,1028900416.000000,1028941376.000000,1028982464.000000,1029023296.000000,1029064512.000000,1029105088.000000,1029145856.000000,1029187008.000000,1029227584.000000,1029268608.000000,1029309568.000000,1029350464.000000,1029390976.000000,1029432256.000000,1029473152.000000,1029514112.000000,1029555136.000000,1029595712.000000,1029636864.000000,1029677632.000000,1029718208.000000,1029759424.000000,1029800256.000000,1029841344.000000,1029882304.000000,1029922880.000000,1029963904.000000,1030004736.000000
1426415616.000000,1426472960.000000,1426530176.000000,1426587520.000000,1426644608.000000,1426701952.000000,1426759552.000000,1426816640.000000,1426873856.000000,1426931200.000000,1426988160.000000,1427045760.000000,1427102976.000000,1427160064.000000,1427217536.000000,1427274752.000000,1427332608.000000,1427389440.000000,1427446656.000000,1427504128.000000,1427561216.000000,1427618304.000000,1427675904.000000,1427732992.000000,1427789952.000000,1427847808.000000,1427904768.000000,1427962368.000000,1428019584.000000,1428076672.000000,1428134016.000000,1428191488.000000,1428248832.000000,1428305664.000000,1428363136.000000,1428420480.000000,1428477568.000000,1428534784.000000,1428592384.000000,1428649344.000000,1428707200.000000,1428764160.000000,1428821248.000000,1428878848.000000,1428935936.000000,1428993024.000000,1429050496.000000,1429107712.000000,1429164544.000000,1429222400.000000,1429279616.000000,1429337088.000000,1429394176.000000,1429451392.000000,1429508992.000000,1429565952.000000,1429623296.000000,1429680512.000000,1429737600.000000,1429795200.000000,1429852544.000000,1429909632.000000,1429966976.000000,1430024192.000000,1430081536.000000,1430138880.000000,1430196096.000000,1430253440.000000,1430310528.000000,1430367872.000000,1430425472.000000,1430482560.000000,1430539776.000000,1430597120.000000,1430654080.000000,1430711680.000000,1430768896.000000,1430825984.000000,1430883456.000000,1430940672.000000,1430998528.000000,1431055360.000000,1431112576.000000,1431170048.000000,1431227136.000000,1431284224.000000,1431341824.000000,1431398912.000000,1431455872.000000,1431513728.000000,1431570688.000000,1431628288.000000,1431685504.000000,1431742592.000000,1431799936.000000,1431857408.000000,1431914240.000000,1431971584.000000,1432029056.000000,1432086400.000000,1432143488.000000,1432200704.000000,1432258304.000000,1432315264.000000,1432373120.000000,1432430080.000000,1432487168.000000,1432544768.000000,1432601856.000000,1432658944.000000,1432716416.000000,1432773632.000000,1432830464.000000,1432888320.000000,1432945536.000000,1433003008.000000,1433060096.000000,1433117312.000000,1433174912.000000,1433231872.000000,1433289216.000000,1433346432.000000,1433403520.000000,1433461120.000000,1433518464.000000,1433575552.000000,1433632896.000000,1433690112.000000
1828020224.000000,1828093952.000000,1828167680.000000,1828241280.000000,1828314880.000000,1828388608.000000,1828462464.000000,1828535808.000000,1828609280.000000,1828683136.000000,1828756608.000000,1828830592.000000,1828904320.000000,1828977664.000000,1829051520.000000,1829125248.000000,1829199488.000000,1829272576.000000,1829346176.000000,1829420032.000000,1829493376.000000,1829567104.000000,1829641088.000000,1829714432.000000,1829787776.000000,1829861888.000000,1829935360.000000,1830009344.000000,1830082816.000000,1830156288.000000,1830230144.000000,1830303872.000000,1830377984.000000,1830451072.000000,1830524800.000000,1830598656.000000,1830672128.000000,1830745728.000000,1830819584.000000,1830893056.000000,1830967168.000000,1831040512.000000,1831113856.000000,1831187968.000000,1831261568.000000,1831334912.000000,1831408768.000000,1831482368.000000,1831555456.000000,1831629696.000000,1831703424.000000,1831777280.000000,1831850624.000000,1831924224.000000,1831998336.000000,1832071808.000000,1832145664.000000,1832219136.000000,1832292480.000000,1832366464.000000,1832440064.000000,1832513664.000000,1832587264.000000,1832660992.000000,1832734720.000000,1832808448.000000,1832882176.000000,1832955776.000000,1833029376.000000,1833102976.000000,1833176960.000000,1833250304.000000,1833323776.000000,1833397632.000000,1833471104.000000,1833545216.000000,1833618816.000000,1833692160.000000,1833766016.000000,1833839744.000000,1833913984.000000,1833987072.000000,1834060672.000000,1834134528.000000,1834207872.000000,1834281472.000000,1834355584.000000,1834428928.000000,1834502272.000000,1834576384.000000,1834649856.000000,1834723712.000000,1834797312.000000,1834870784.000000,1834944640.000000,1835018368.000000,1835091456.000000,1835165568.000000,1835239296.000000,1835313152.000000,1835386624.000000,1835460096.000000,1835534080.000000,1835607552.000000,1835681664.000000,1835755008.000000,1835828352.000000,1835902336.000000,1835976064.000000,1836049408.000000,1836123264.000000,1836196864.000000,1836269952.000000,1836344192.000000,1836417920.000000,1836491776.000000,1836565120.000000,1836638848.000000,1836712832.000000,1836786304.000000,1836860160.000000,1836933632.000000,1837006976.000000,1837080832.000000,1837154560.000000,1837228160.000000,1837301760.000000,1837375488.000000
2229624832.000000,2229714944.000000,2229805056.000000,2229894912.000000,2229985024.000000,2230074880.000000,2230165248.000000,2230255360.000000,2230344704.000000,2230435328.000000,2230525184.000000,2230615552.000000,2230705664.000000,2230795264.000000,2230885376.000000,2230975488.000000,2231066112.000000,2231155712.000000,2231245568.000000,2231335936.000000,2231425536.000000,2231515904.000000,2231606272.000000,2231696128.000000,2231785728.000000,2231876096.000000,2231965696.000000,2232056320.000000,2232146176.000000,2232236032.000000,2232326144.000000,2232416256.000000,2232507136.000000,2232596480.000000,2232686592.000000,2232776704.000000,2232866560.000000,2232956672.000000,2233047040.000000,2233136640.000000,2233227008.000000,2233316608.000000,2233406464.000000,2233497088.000000,2233587200.000000,2233676800.000000,2233767168.000000,2233857024.000000,2233946624.000000,2234037248.000000,2234127360.000000,2234217472.000000,2234307072.000000,2234397440.000000,2234487552.000000,2234577408.000000,2234668032.000000,2234757376.000000,2234847488.000000,2234937856.000000,2235027712.000000,2235117824.000000,2235207680.000000,2235297792.000000,2235387904.000000,2235478016.000000,2235568128.000000,2235657984.000000,2235748096.000000,2235837952.000000,2235928320.000000,2236018432.000000,2236107776.000000,2236198400.000000,2236288256.000000,2236378368.000000,2236468736.000000,2236558336.000000,2236648448.000000,2236738560.000000,2236829184.000000,2236918784.000000,2237008640.000000,2237099008.000000,2237188608.000000,2237278720.000000,2237369344.000000,2237459200.000000,2237548800.000000,2237639168.000000,2237728768.000000,2237819136.000000,2237909248.000000,2237999104.000000,2238089216.000000,2238179328.000000,2238268672.000000,2238359552.000000,2238449664.000000,2238539776.000000,2238629632.000000,2238719488.000000,2238810112.000000,2238899712.000000,2238990080.000000,2239079680.000000,2239169536.000000,2239259904.000000,2239350272.000000,2239439872.000000,2239530240.000000,2239620096.000000,2239709696.000000,2239800320.000000,2239890432.000000,2239980544.000000,2240070144.000000,2240160256.000000,2240250624.000000,2240340480.000000,2240431104.000000,2240520448.000000,2240610560.000000,2240700928.000000,2240790784.000000,2240880896.000000,2240970752.000000,2241060864.000000
2631229440.000000,2631335936.000000,2631442688.000000,2631548928.000000,2631655168.000000,2631761408.000000,2631868160.000000,2631974144.000000,2632080640.000000,2632187136.000000,2632293632.000000,2632400384.000000,2632506880.000000,2632612864.000000,2632719360.000000,2632825856.000000,2632932352.000000,2633038592.000000,2633145088.000000,2633251584.000000,2633357824.000000,2633464576.000000,2633571072.000000,2633677312.000000,2633783808.000000,2633890048.000000,2633996288.000000,2634103296.000000,2634209536.000000,2634315776.000000,2634422272.000000,2634528768.000000,2634636288.000000,2634742272.000000,2634848256.000000,2634954496.000000,2635060992.000000,2635167488.000000,2635274240.000000,2635380224.000000,2635486720.000000,2635593216.000000,2635699200.000000,2635806208.000000,2635912704.000000,2636018944.000000,2636125184.000000,2636231424.000000,2636337664.000000,2636444672.000000,2636551424.000000,2636657664.000000,2636763648.000000,2636870144.000000,2636977152.000000,2637083392.000000,2637189888.000000,2637296384.000000,2637402368.000000,2637509120.000000,2637615360.000000,2637721856.000000,2637828352.000000,2637935104.000000,2638040576.000000,2638147072.000000,2638253824.000000,2638360320.000000,2638466816.000000,2638573056.000000,2638679808.000000,2638785792.000000,2638892288.000000,2638998784.000000,2639105024.000000,2639212032.000000,2639318528.000000,2639424512.000000,2639530752.000000,2639637504.000000,2639744512.000000,2639850752.000000,2639956992.000000,2640063232.000000,2640169472.000000,2640275968.000000,2640382976.000000,2640488960.000000,2640595456.000000,2640701952.000000,2640807936.000000,2640914688.000000,2641021184.000000,2641127680.000000,2641233920.000000,2641339904.000000,2641445888.000000,2641553408.000000,2641659904.000000,2641766400.000000,2641872640.000000,2641978880.000000,2642085888.000000,2642192128.000000,2642298368.000000,2642404864.000000,2642511104.000000,2642617600.000000,2642724352.000000,2642830592.000000,2642937088.000000,2643043584.000000,2643149824.000000,2643256320.000000,2643362816.000000,2643469312.000000,2643575296.000000,2643682048.000000,2643788544.000000,2643895040.000000,2644001536.000000,2644108032.000000,2644214016.000000,2644320768.000000,2644427008.000000,2644533248.000000,2644639488.000000,2644746240.000000
3032834048.000000,3032957440.000000,3033079808.000000,3033202688.000000,3033325568.000000,3033448192.000000,3033571328.000000,3033693696.000000,3033816576.000000,3033939200.000000,3034061824.000000,3034185216.000000,3034308352.000000,3034430464.000000,3034553600.000000,3034676480.000000,3034798848.000000,3034921728.000000,3035044864.000000,3035167744.000000,3035290112.000000,3035413248.000000,3035536128.000000,3035659008.000000,3035781632.000000,3035904512.000000,3036026880.000000,3036150528.000000,3036272896.000000,3036395776.000000,3036518400.000000,3036641280.000000,3036765184.000000,3036887040.000000,3037009664.000000,3037132544.000000,3037255424.000000,3037378304.000000,3037501184.000000,3037623808.000000,3037746432.000000,3037869568.000000,3037991936.000000,3038115328.000000,3038238464.000000,3038360576.000000,3038483456.000000,3038605824.000000,3038728448.000000,3038852352.000000,3038974976.000000,3039097856.000000,3039220224.000000,3039343104.000000,3039466496.000000,3039588864.000000,3039712000.000000,3039834624.000000,3039956992.000000,3040080384.000000,3040203008.000000,3040325888.000000,3040448512.000000,3040571904.000000,3040693248.000000,3040816640.000000,3040940032.000000,3041062656.000000,3041185536.000000,3041308160.000000,3041431552.000000,3041553920.000000,3041676544.000000,3041799680.000000,3041922048.000000,3042045440.000000,3042168320.000000,3042290688.000000,3042413568.000000,3042536192.000000,3042660096.000000,3042782720.000000,3042905088.000000,3043027968.000000,3043150080.000000,3043273216.000000,3043396608.000000,3043518976.000000,3043642112.000000,3043764736.000000,3043887360.000000,3044010240.000000,3044133120.000000,3044256000.000000,3044378880.000000,3044501504.000000,3044623360.000000,3044747264.000000,3044870144.000000,3044992768.000000,3045115648.000000,3045238016.000000,3045361664.000000,3045484032.000000,3045606912.000000,3045729536.000000,3045852416.000000,3045975296.000000,3046098432.000000,3046220800.000000,3046343680.000000,3046466816.000000,3046589696.000000,3046712064.000000,3046834944.000000,3046958080.000000,3047080192.000000,3047203584.000000,3047326720.000000,3047449344.000000,3047571968.000000,3047694848.000000,3047817216.000000,3047940352.000000,3048063232.000000,3048185856.000000,3048308736.000000,3048431104.000000
3434438656.000000,3434578432.000000,3434717184.000000,3434856448.000000,3434995712.000000,3435134720.000000,3435274240.000000,3435413248.000000,3435552256.000000,3435691264.000000,3435830528.000000,3435970048.000000,3436109568.000000,3436248576.000000,3436387328.000000,3436527104.000000,3436665344.000000,3436804864.000000,3436944128.000000,3437083648.000000,3437222144.000000,3437361920.000000,3437501440.000000,3437640448.000000,3437779712.000000,3437918720.000000,3438057472.000000,3438196992.000000,3438336256.000000,3438475264.000000,3438614528.000000,3438753536.000000,3438894336.000000,3439032320.000000,3439171584.000000,3439310848.000000,3439449856.000000,3439589120.000000,3439728640.000000,3439867392.000000,3440006400.000000,3440145664.000000,3440284672.000000,3440424704.000000,3440563968.000000,3440702464.000000,3440841728.000000,3440981248.000000,3441119488.000000,3441260032.000000,3441398784.000000,3441537792.000000,3441676800.000000,3441816320.000000,3441955584.000000,3442094592.000000,3442234112.000000,3442373120.000000,3442512384.000000,3442651648.000000,3442790656.000000,3442929920.000000,3443069184.000000,3443208192.000000,3443346432.000000,3443486720.000000,3443625728.000000,3443765248.000000,3443904256.000000,3444043264.000000,3444182528.000000,3444321792.000000,3444460800.000000,3444600064.000000,3444739072.000000,3444878592.000000,3445018112.000000,3445157120.000000,3445296128.000000,3445434880.000000,3445575424.000000,3445713920.000000,3445853184.000000,3445992448.000000,3446130944.000000,3446270464.000000,3446409984.000000,3446549248.000000,3446688512.000000,3446827520.000000,3446966272.000000,3447105792.000000,3447245056.000000,3447384320.000000,3447523328.000000,3447662848.000000,3447800576.000000,3447941376.000000,3448080384.000000,3448219648.000000,3448358656.000000,3448497664.000000,3448637440.000000,3448775936.000000,3448915200.000000,3449054464.000000,3449193472.000000,3449332992.000000,3449472768.000000,3449611264.000000,3449750784.000000,3449890048.000000,3450029568.000000,3450168064.000000,3450307584.000000,3450446336.000000,3450585344.000000,3450725120.000000,3450864128.000000,3451003648.000000,3451142656.000000,3451281920.000000,3451420672.000000,3451560448.000000,3451699200.000000,3451838464.000000,3451977728.000000,3452116480.000000
3836043264.000000,3836199168.000000,3836354560.000000,3836510208.000000,3836665856.000000,3836821248.000000,3836976896.000000,3837132032.000000,3837287936.000000,3837443328.000000,3837598976.000000,3837754880.000000,3837910784.000000,3838065664.000000,3838221312.000000,3838377472.000000,3838531840.000000,3838688256.000000,3838843648.000000,3838999552.000000,3839154432.000000,3839310592.000000,3839465984.000000,3839621888.000000,3839777536.000000,3839932928.000000,3840088064.000000,3840243968.000000,3840399360.000000,3840554752.000000,3840710912.000000,3840865792.000000,3841023232.000000,3841177600.000000,3841333248.000000,3841488896.000000,3841644288.000000,3841799936.000000,3841955840.000000,3842110720.000000,3842266112.000000,3842422272.000000,3842577408.000000,3842733312.000000,3842889472.000000,3843044352.000000,3843199744.000000,3843355904.000000,3843510528.000000,3843667200.000000,3843822592.000000,3843977984.000000,3844133120.000000,3844289280.000000,3844444928.000000,3844600832.000000,3844756224.000000,3844911616.000000,3845066752.000000,3845222912.000000,3845378304.000000,3845533952.000000,3845689600.000000,3845844992.000000,3845999104.000000,3846156288.000000,3846311680.000000,3846467584.000000,3846622976.000000,3846778624.000000,3846934528.000000,3847089664.000000,3847245056.000000,3847400704.000000,3847556096.000000,3847712000.000000,3847868160.000000,3848023296.000000,3848178688.000000,3848334336.000000,3848490752.000000,3848645632.000000,3848801536.000000,3848956928.000000,3849111808.000000,3849267712.000000,3849423616.000000,3849579264.000000,3849735168.000000,3849890304.000000,3850045440.000000,3850201344.000000,3850356992.000000,3850512640.000000,3850668032.000000,3850823936.000000,3850978048.000000,3851135488.000000,3851290368.000000,3851446272.000000,3851601920.000000,3851757056.000000,3851913216.000000,3852068608.000000,3852223744.000000,3852379392.000000,3852535040.000000,3852690688.000000,3852846848.000000,3853001728.000000,3853157632.000000,3853313024.000000,3853469440.000000,3853624064.000000,3853779968.000000,3853935616.000000,3854090496.000000,3854246656.000000,3854402048.000000,3854557952.000000,3854713344.000000,3854868992.000000,3855024384.000000,3855179776.000000,3855335424.000000,3855491072.000000,3855646720.000000,3855801856.000000
