13719552.000000,13721568.000000,13723584.000000,13725600.000000,13727616.000000,13729632.000000,13731648.000000,13733664.000000,13735680.000000,13737696.000000,13739712.000000,13741728.000000,13743744.000000,13745760.000000,13747776.000000,13749792.000000,13751808.000000,13753824.000000,13755840.000000,13757856.000000,13759872.000000,13761888.000000,13763904.000000,13765920.000000,13767936.000000,13769952.000000,13771968.000000,13773984.000000,13776000.000000,13778016.000000,13780032.000000,13782048.000000,13784064.000000,13786080.000000,13788096.000000,13790112.000000,13792128.000000,13794144.000000,13796160.000000,13798176.000000,13800192.000000,13802208.000000,13804224.000000,13806240.000000,13808256.000000,13810272.000000,13812288.000000,13814304.000000,13816320.000000,13818336.000000,13820352.000000,13822368.000000,13824384.000000,13826400.000000,13828416.000000,13830432.000000,13832448.000000,13834464.000000,13836480.000000,13838496.000000,13840512.000000,13842528.000000,13844544.000000,13846560.000000
38754304.000000,38760416.000000,38766528.000000,38772640.000000,38778752.000000,38784864.000000,38790976.000000,38797088.000000,38803200.000000,38809312.000000,38815424.000000,38821536.000000,38827648.000000,38833760.000000,38839872.000000,38845984.000000,38852096.000000,38858208.000000,38864320.000000,38870432.000000,38876544.000000,38882656.000000,38888768.000000,38894880.000000,38900992.000000,38907104.000000,38913216.000000,38919328.000000,38925440.000000,38931552.000000,38937664.000000,38943776.000000,38949888.000000,38956000.000000,38962112.000000,38968224.000000,38974336.000000,38980448.000000,38986560.000000,38992672.000000,38998784.000000,39004896.000000,39011008.000000,39017120.000000,39023232.000000,39029344.000000,39035456.000000,39041568.000000,39047680.000000,39053792.000000,39059904.000000,39066016.000000,39072128.000000,39078240.000000,39084352.000000,39090464.000000,39096576.000000,39102688.000000,39108800.000000,39114912.000000,39121024.000000,39127136.000000,39133248.000000,39139360.000000
63789056.000000,63799272.000000,63809472.000000,63819672.000000,63829888.000000,63840104.000000,63850304.000000,63860504.000000,63870720.000000,63880936.000000,63891136.000000,63901336.000000,63911552.000000,63921768.000000,63931968.000000,63942168.000000,63952384.000000,63962600.000000,63972800.000000,63983000.000000,63993216.000000,64003432.000000,64013632.000000,64023832.000000,64034048.000000,64044264.000000,64054464.000000,64064664.000000,64074880.000000,64085096.000000,64095296.000000,64105496.000000,64115712.000000,64125928.000000,64136128.000000,64146328.000000,64156544.000000,64166760.000000,64176960.000000,64187160.000000,64197376.000000,64207592.000000,64217792.000000,64227992.000000,64238208.000000,64248424.000000,64258624.000000,64268824.000000,64279040.000000,64289256.000000,64299456.000000,64309656.000000,64319872.000000,64330088.000000,64340288.000000,64350488.000000,64360704.000000,64370920.000000,64381120.000000,64391320.000000,64401536.000000,64411752.000000,64421952.000000,64432152.000000
88823808.000000,88838128.000000,88852416.000000,88866704.000000,88881024.000000,88895344.000000,88909632.000000,88923920.000000,88938240.000000,88952560.000000,88966848.000000,88981136.000000,88995456.000000,89009776.000000,89024064.000000,89038352.000000,89052672.000000,89066992.000000,89081280.000000,89095568.000000,89109888.000000,89124208.000000,89138496.000000,89152784.000000,89167104.000000,89181424.000000,89195712.000000,89210000.000000,89224320.000000,89238640.000000,89252928.000000,89267216.000000,89281536.000000,89295856.000000,89310144.000000,89324432.000000,89338752.000000,89353072.000000,89367360.000000,89381648.000000,89395968.000000,89410288.000000,89424576.000000,89438864.000000,89453184.000000,89467504.000000,89481792.000000,89496080.000000,89510400.000000,89524720.000000,89539008.000000,89553296.000000,89567616.000000,89581936.000000,89596224.000000,89610512.000000,89624832.000000,89639152.000000,89653440.000000,89667728.000000,89682048.000000,89696368.000000,89710656.000000,89724944.000000
113858560.000000,113876976.000000,113895376.000000,113913744.000000,113932160.000000,113950576.000000,113968944.000000,113987344.000000,114005760.000000,114024176.000000,114042576.000000,114060944.000000,114079360.000000,114097776.000000,114116144.000000,114134544.000000,114152960.000000,114171376.000000,114189776.000000,114208144.000000,114226560.000000,114244976.000000,114263344.000000,114281744.000000,114300160.000000,114318576.000000,114336976.000000,114355344.000000,114373760.000000,114392176.000000,114410544.000000,114428944.000000,114447360.000000,114465776.000000,114484176.000000,114502544.000000,114520960.000000,114539376.000000,114557744.000000,114576144.000000,114594560.000000,114612976.000000,114631376.000000,114649744.000000,114668160.000000,114686576.000000,114704944.000000,114723344.000000,114741760.000000,114760176.000000,114778576.000000,114796944.000000,114815360.000000,114833776.000000,114852144.000000,114870544.000000,114888960.000000,114907376.000000,114925776.000000,114944144.000000,114962560.000000,114980976.000000,114999344.000000,115017744.000000
138893312.000000,138915824.000000,138938320.000000,138960784.000000,138983296.000000,139005808.000000,139028272.000000,139050768.000000,139073280.000000,139095792.000000,139118288.000000,139140752.000000,139163264.000000,139185776.000000,139208240.000000,139230736.000000,139253248.000000,139275760.000000,139298256.000000,139320720.000000,139343232.000000,139365744.000000,139388208.000000,139410704.000000,139433216.000000,139455728.000000,139478224.000000,139500688.000000,139523200.000000,139545712.000000,139568176.000000,139590672.000000,139613184.000000,139635696.000000,139658192.000000,139680656.000000,139703168.000000,139725680.000000,139748144.000000,139770640.000000,139793152.000000,139815664.000000,139838160.000000,139860624.000000,139883136.000000,139905648.000000,139928112.000000,139950608.000000,139973120.000000,139995632.000000,140018128.000000,140040592.000000,140063104.000000,140085616.000000,140108080.000000,140130576.000000,140153088.000000,140175600.000000,140198096.000000,140220560.000000,140243072.000000,140265584.000000,140288048.000000,140310544.000000
163928064.000000,163954656.000000,163981280.000000,164007824.000000,164034432.000000,164061040.000000,164087584.000000,164114208.000000,164140800.000000,164167392.000000,164194016.000000,164220560.000000,164247168.000000,164273776.000000,164300320.000000,164326944.000000,164353536.000000,164380128.000000,164406752.000000,164433296.000000,164459904.000000,164486512.000000,164513056.000000,164539680.000000,164566272.000000,164592864.000000,164619488.000000,164646032.000000,164672640.000000,164699248.000000,164725792.000000,164752416.000000,164779008.000000,164805600.000000,164832224.000000,164858768.000000,164885376.000000,164911984.000000,164938528.000000,164965152.000000,164991744.000000,165018336.000000,165044960.000000,165071504.000000,165098112.000000,165124720.000000,165151264.000000,165177888.000000,165204480.000000,165231072.000000,165257696.000000,165284240.000000,165310848.000000,165337456.000000,165364000.000000,165390624.000000,165417216.000000,165443808.000000,165470432.000000,165496976.000000,165523584.000000,165550192.000000,165576736.000000,165603360.000000
188962816.000000,188993504.000000,189024224.000000,189054864.000000,189085600.000000,189116272.000000,189146912.000000,189177632.000000,189208320.000000,189239008.000000,189269728.000000,189300368.000000,189331040.000000,189361776.000000,189392416.000000,189423136.000000,189453824.000000,189484512.000000,189515232.000000,189545872.000000,189576608.000000,189607280.000000,189637920.000000,189668640.000000,189699328.000000,189730016.000000,189760736.000000,189791376.000000,189822048.000000,189852784.000000,189883424.000000,189914144.000000,189944832.000000,189975520.000000,190006240.000000,190036880.000000,190067616.000000,190098288.000000,190128928.000000,190159648.000000,190190336.000000,190221024.000000,190251744.000000,190282384.000000,190313056.000000,190343792.000000,190374432.000000,190405152.000000,190435840.000000,190466528.000000,190497248.000000,190527888.000000,190558624.000000,190589296.000000,190619936.000000,190650656.000000,190681344.000000,190712032.000000,190742752.000000,190773392.000000,190804064.000000,190834800.000000,190865440.000000,190896160.000000
213997568.000000,214032336.000000,214067168.000000,214101904.000000,214136736.000000,214171504.000000,214206240.000000,214241072.000000,214275840.000000,214310608.000000,214345440.000000,214380176.000000,214414944.000000,214449776.000000,214484512.000000,214519344.000000,214554112.000000,214588880.000000,214623712.000000,214658448.000000,214693280.000000,214728048.000000,214762784.000000,214797616.000000,214832384.000000,214867152.000000,214901984.000000,214936720.000000,214971488.000000,215006320.000000,215041056.000000,215075888.000000,215110656.000000,215145424.000000,215180256.000000,215214992.000000,215249824.000000,215284592.000000,215319328.000000,215354160.000000,215388928.000000,215423696.000000,215458528.000000,215493264.000000,215528032.000000,215562864.000000,215597600.000000,215632432.000000,215667200.000000,215701968.000000,215736800.000000,215771536.000000,215806368.000000,215841136.000000,215875872.000000,215910704.000000,215945472.000000,215980240.000000,216015072.000000,216049808.000000,216084576.000000,216119408.000000,216154144.000000,216188976.000000
239032320.000000,239071184.000000,239110112.000000,239148944.000000,239187872.000000,239226736.000000,239265568.000000,239304496.000000,239343360.000000,239382224.000000,239421152.000000,239459984.000000,239498848.000000,239537776.000000,239576608.000000,239615536.000000,239654400.000000,239693264.000000,239732192.000000,239771024.000000,239809952.000000,239848816.000000,239887648.000000,239926576.000000,239965440.000000,240004304.000000,240043232.000000,240082064.000000,240120928.000000,240159856.000000,240198688.000000,240237616.000000,240276480.000000,240315344.000000,240354272.000000,240393104.000000,240432032.000000,240470896.000000,240509728.000000,240548656.000000,240587520.000000,240626384.000000,240665312.000000,240704144.000000,240743008.000000,240781936.000000,240820768.000000,240859696.000000,240898560.000000,240937424.000000,240976352.000000,241015184.000000,241054112.000000,241092976.000000,241131808.000000,241170736.000000,241209600.000000,241248464.000000,241287392.000000,241326224.000000,241365088.000000,241404016.000000,241442848.000000,241481776.000000
